,Acceso minusválidos,Metros,Plantas,Cal. energética:,Individual,Agua caliente,Consumo,provincia,Exterior,Número de terrazas,Piscina,Pista de tenis,Calefacción,Garajes,Tipo de suelo,Conserje,Pista de fútbol,Gimnasio,Adosado,Año de construcción,Zonas verdes,Armarios,Tipo de fachada,Alarma,Pisos,Permite mascotas,Cal. energética,Ascensor,Campo de golf,Comunidad,Metros útiles,Puerta de seguridad,Aire acondicionado,Pista de pádel,Trastero,Orientación,Pista de squash,Pista de baloncesto,Antigüedad,Pareado,Circuito cerrado de seguridad,Inquilinos,Dormitorios,Baños,Amueblado,Emisiones,Precio,Cocina equipada,Estado,Salida de humos,
761,,72,,Si,,Gas natural,,madrid,Si,2,,,Gas Natural,,Marmol,,,,,1965,,,Ladrillo,,,,,Si,,,,,,,,Noreste,,,Más de 50 años,,,,3,1,,,319000,,Depende del precio,,
762,,140,,Si,,,,madrid,Si,,Si,,Eléctrica,,,,,,,1993,Si,,,,,,,,,,122,,,,,,,,,,,,3,2,,,319000,,,,
763,,78,4,Si,,Individual,205 KW h/m² año,madrid,Si,,,,Individual,1,,,,,,,Si,,,,,,,,,"90,00 €",,,Si,,,Sur,,,,,,,3,1,,43 Kg CO2/m² año,319000,,,,
764,,135,2,Si,Si,Individual,,madrid,Si,,,,Individual,,Gres,,,,,1975,,,Cemento,,,,,,,,,,,,,Suroeste,,,Entre 35 y 50 Años,,,,3,2,,,319999,Si,A reformar,,
765,,66,,Si,,Individual,,madrid,,,,,Eléctrica,,Tarima Flotante,,,,,1905,,2,Otros materiales,,,,,,,,53,Si,Si,,,Este,,,Más de 50 años,,,,2,2,,,320000,Si,Perfecto Estado,,
766,,97,,,,Gas natural,,madrid,,,,,Gas Natural,1,Tarima normal,,,,,,,,,,,,,Si,,,,Si,Si,,Si,Este,,,,,,,3,3,,,320000,,Perfecto Estado,,
767,Si,302,,Si,Si,Individual,368 KW h/m² año,madrid,Si,2,Si,,Gasóleo,3,Terrazo,,,,,1970,Si,3,Piedra,Si,,Si,,,,,262,Si,,,Si,Suroeste,,,Más de 50 años,,Si,,5,2,Si,95 Kg CO2/m² año,320000,Si,Depende del precio,,
768,,95,,Si,,,214 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima Flotante,Si,,,,,Si,,,,,,,Si,,"117,00 €",76,,Si,,Si,Oeste,,,,,,,3,2,,45 Kg CO2/m² año,320000,,Perfecto Estado,,
769,,45,,,,Individual,,madrid,Si,1,Si,,Gas Natural,1,Parquet,,,,,1997,,,Ladrillo,,18,Si,,Si,,,40,,,,,,,,Entre 20 y 25 Años,,,,1,1,,,320000,Si,Perfecto Estado,,
770,,105,,Si,,Gas natural,234 KW h/m² año,madrid,Si,2,,,Gas Natural,1,Parquet,,,,,1986,,,Ladrillo,,,,,Si,,,,,,,,,,,Entre 35 y 50 Años,,,,3,2,,47 Kg CO2/m² año,325000,,Perfecto Estado,,
771,,98,,Si,,Gas natural,60 KW h/m² año,madrid,Si,2,,,Gas Natural,,Otros,,,,,1930,,,Mono Capa,,,,,Si,,,88,,,,,Sur,,,Más de 50 años,,,,3,2,,280 Kg CO2/m² año,325000,,A reformar,,
772,,51,6,Si,,Individual,,madrid,,,,,,,Parquet,Si,,,,1940,,,,,45,,,Si,,,38,,,,,,,,Más de 50 años,,,,2,1,,,325000,,A reformar,,
773,,159,,Si,Si,Individual,,madrid,Si,,,,Gasóleo,,Gres,,,,,1970,Si,,Cemento,,,,,,,,130,,,,Si,Sur,,,Más de 50 años,,,,3,1,,,329000,Si,A reformar,,
774,Si,120,5,,,Individual,,madrid,Si,1,,,Individual,,Tarima normal,Si,,,,2000,Si,3,Ladrillo,,2,,,Si,,,89,Si,,,Si,,,,Entre 15 y 20 Años,,,,3,2,,,329900,Si,Perfecto Estado,,
775,,173,,,Si,Individual,,madrid,Si,,,,Gas Natural,2,Gres,,,,,,,,Cemento,,,,,,,,70,Si,,,,Sureste,,,Entre 35 y 50 Años,,,,3,2,,,330000,Si,,,
776,,128,3,,,Individual,,madrid,Si,1,Si,,Gas Natural,1,Tarima Flotante,,,,,1995,Si,2,,,6,,,,,"100,00 €",104,,,,Si,Suroeste,,,Mas de 25 Años,,,,2,1,,,330000,Si,Perfecto Estado,,
777,,330,,Si,,Individual,,madrid,Si,,,,Aerotermia,2,,,,,,,,,Mono Capa,,,,,,,,,,,,,,,,,Si,,,4,3,,,330000,,,,
778,,434,,,,,,madrid,,1,,,Gasóleo,1,Gres,,,,,1994,,,,,,,,,,,347,,,,Si,,,,Entre 25 y 35 años,Si,,,4,4,,,330000,,Perfecto Estado,,
779,Si,78,7,Si,,Individual,,madrid,Si,,Si,,Gas Natural,1,Tarima normal,Si,,,,2009,Si,2,Ladrillo,,,,,Si,,"133,00 €",,,Si,,Si,,,,Entre 10 y 15 Años,,,,2,2,,,330000,,Perfecto Estado,,
780,Si,39,,Si,,Central,,madrid,,,,,Central,,Tarima normal,Si,,,,1978,,,Ladrillo,,,,,Si,,,36,Si,,,,,,,Entre 35 y 50 Años,,,,1,1,,,330000,Si,Perfecto Estado,,
781,Si,89,,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,2,Tarima Flotante,Si,,,,2013,Si,3,Ladrillo,,,,,Si,,,75,,Si,,Si,Sureste,,,Entre 10 y 15 Años,,,,3,2,,,330000,Si,Depende del precio,,
782,,120,,Si,,Gas natural,,madrid,Si,1,Si,,Central,,Parquet,Si,,,,1993,Si,3,Ladrillo,Si,,,,Si,,"150,00 €",103,Si,,,,Suroeste,,,Entre 20 y 25 Años,,,,3,2,Si,,330000,Si,Perfecto Estado,,
783,Si,104,,Si,,Gas natural,167 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,2005,Si,4,,,,,,Si,,"100,00 €",81,,,,Si,Suroeste,,,Entre 15 y 20 Años,,,,3,2,,35 Kg CO2/m² año,330000,,Perfecto Estado,,
784,,80,3,Si,,Individual,384 KW h/m² año,madrid,Si,,,,Gas Natural,,Baldosa,,,,,1970,,2,Ladrillo,,2,,,,,"75,00 €",76,,,,,Sur,,,Más de 50 años,,,,4,1,,68 Kg CO2/m² año,330000,Si,A reformar,,
785,,88,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1957,,3,Mono Capa,,,,,Si,,,70,Si,Si,,,,,,Más de 50 años,,,,2,1,,,330000,,Perfecto Estado,,
786,Si,100,6,Si,,Gas natural,195 KW h/m² año,madrid,Si,,,,Gas Natural,1,Gres,Si,,,,2004,,4,Ladrillo,,26,,,Si,,"89,00 €",90,Si,Si,,Si,Suroeste,,,Entre 15 y 20 Años,,,,3,2,,41 Kg CO2/m² año,332000,Si,Perfecto Estado,,
787,,121,,,,Gas natural,,madrid,,1,,,Gas Natural,,Porcelánico,,,,,1963,,,Ladrillo,,,,,Si,,"100,00 €",112,Si,Si,,,Oeste,,,Más de 50 años,,,,3,1,,,335000,,Perfecto Estado,,
788,,92,,Si,,Gas natural,,madrid,,,Si,,Gas Natural,1,Tarima Flotante,,,,,2003,Si,4,Ladrillo,,,,,Si,,,80,,Si,,Si,Oeste,,,Entre 20 y 25 Años,,,,3,2,,,335000,Si,Perfecto Estado,,
789,,95,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1965,,,Ladrillo,,,,,Si,,"59,00 €",92,,Si,,,Sur,,,Más de 50 años,,,,4,1,Si,,339000,Si,Depende del precio,,
790,,109,,,,,,madrid,Si,,,,Central,,Tarima normal,,,,,1948,,,,,,,,Si,,,,,,,,,,,Más de 50 años,,,,4,2,,,339000,,A reformar,,
791,Si,135,3,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Tarima Flotante,Si,,,,2007,Si,4,Ladrillo,,4,,,Si,,"135,00 €",110,,Si,Si,Si,Suroeste,,,Entre 15 y 20 Años,,Si,,3,2,,,339900,,Perfecto Estado,,
792,,66,,Si,,Individual,,madrid,Si,,,,Individual,,Tarima normal,,,,,1971,,,Ladrillo,,,,,,,,,,Si,,,Este,,,Más de 50 años,,,,2,1,,29 Kg CO2/m² año,340000,Si,Perfecto Estado,,
793,Si,139,5,Si,,Individual,,madrid,Si,1,,,Individual,,Parquet,,,,,1984,,,,,,,,Si,,"100,00 €",123,Si,,,,Sur,,,Entre 20 y 25 Años,,,,4,2,Si,,340000,Si,A reformar,,
794,Si,107,1,,,Gas natural,,madrid,Si,1,Si,Si,Gas Natural,2,Parquet,Si,,,,1968,Si,3,Cemento,,,,,Si,,"190,00 €",82,Si,,Si,Si,,,,Más de 50 años,,Si,,3,2,Si,,340000,Si,Perfecto Estado,,
795,Si,110,,Si,,,,madrid,Si,1,Si,,Suelo Radiante,1,Porcelánico,Si,Si,Si,,2015,Si,4,Ladrillo,,,,,Si,,"130,00 €",83,,Si,Si,Si,,,Si,Entre 5 y 10 Años,,Si,,3,2,,,340000,Si,Perfecto Estado,,
796,Si,98,7,Si,,Individual,163 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima normal,Si,,Si,,2007,Si,3,Ladrillo,,19,,,Si,,"117,00 €",74,Si,Si,,Si,Sureste,,,Entre 15 y 20 Años,,Si,,3,2,,32 Kg CO2/m² año,340000,,A reformar,,
797,,101,4,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima Flotante,Si,,Si,,2003,,4,Ladrillo,,,,,Si,,,81,,Si,,Si,Noreste,,,Entre 20 y 25 Años,,,,3,2,,,340000,Si,Depende del precio,,
798,,224,,Si,,,,madrid,Si,3,,,Gas Natural,1,,,,,Si,2000,,4,Ladrillo,,,,,,,,202,Si,,,Si,,,,Entre 20 y 25 Años,,Si,,4,3,,,344000,Si,Perfecto Estado,,
799,Si,126,,,,,,madrid,Si,,Si,,Gas Natural,1,Tarima normal,,,,,1971,Si,,,Si,,,,Si,,,,Si,Si,,Si,,,,Entre 35 y 50 Años,,,,2,2,,,345000,Si,,,
800,,174,,,,Gas natural,,madrid,Si,2,Si,,Gas Natural,1,Gres,,Si,,Si,1998,,,Ladrillo,,,,,,,"45,00 €",163,Si,,,,Sur,,Si,Entre 25 y 35 años,,,,4,3,,,345000,Si,Perfecto Estado,,
801,,164,,,Si,Individual,,madrid,Si,,,,Gasóleo,5,Gres,,,,,1973,,,Piedra,,,,,,,,140,Si,,,Si,,,,Más de 50 años,,,,3,1,,,345000,,A reformar,,
802,Si,54,13,Si,,Individual,,madrid,Si,,,,Eléctrica,,Tarima Flotante,Si,,,,1985,,2,Cemento,,,,,Si,,,50,,Si,,,Oeste,,,Entre 35 y 50 Años,,Si,,1,1,,,349000,Si,Perfecto Estado,,
803,,125,,,,Individual,,madrid,Si,,,,Gas Natural,,Sintasol,,,,,1982,,,Mono Capa,,,,,Si,,"100,00 €",108,,Si,,,,,,Entre 35 y 50 Años,,,,4,2,,,349000,Si,,,
804,,105,4,Si,,Gas natural,,madrid,,,,,Gas Natural,1,Parquet,,,,,2005,,,Ladrillo,,51,,,Si,,"100,00 €",88,,Si,,Si,Oeste,,,Entre 15 y 20 Años,,,,3,2,,,349000,Si,Depende del precio,,
805,,283,,,,Gas natural,,madrid,,2,,,Gas Natural,1,,,,,Si,2007,,,Ladrillo,,,,,,,,246,,Si,,,,,,Entre 10 y 15 Años,,,,5,3,,,349900,,Perfecto Estado,,
806,,74,6,,,Central,,madrid,,1,,,Central,,Parquet,Si,,,,,,1,Mono Capa,,17,,,Si,,"238,00 €",61,Si,Si,,,Noroeste,,,Más de 50 años,,,,1,1,,,349900,,Perfecto Estado,,
807,,207,,Si,,,255 KW h/m² año,madrid,,,,,,,Gres,,,,,1970,,,,,,,,,,,189,,Si,,,,,,,,,,5,2,,47 Kg CO2/m² año,350000,,Perfecto Estado,,
808,Si,70,4,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,1917,,,,,,,,Si,,"52,00 €",70,Si,Si,,,Norte,,,Más de 50 años,,,,2,2,Si,,350000,Si,Perfecto Estado,,
809,,97,,,Si,Individual,,madrid,Si,1,,,Gasóleo,1,Terrazo,,,,,,Si,,Piedra,,,,,,,,,,,,,,,,Más de 50 años,,,,3,1,,,350000,,,,
810,,307,,Si,Si,,,madrid,Si,,,,Propano,,Gres,,,,,1978,Si,5,Cemento,,,,,,,,240,,,,,,,,Mas de 25 Años,,,,5,2,,,350000,,A reformar,,
811,,75,8,Si,,Individual,46 KW h/m² año,madrid,,,,,Eléctrica,,Tarima normal,,,,,1935,,,Mono Capa,,,,,Si,,"100,00 €",65,Si,,,,,,,Más de 50 años,,,,3,1,,245 Kg CO2/m² año,350000,,,,
812,Si,62,,Si,,Gas natural,301 KW h/m² año,madrid,,1,,,,,Porcelánico,Si,,,,1955,,,Ladrillo,,,,,Si,,"123,00 €",,,,,,Oeste,,,Más de 50 años,,,,3,1,,63 Kg CO2/m² año,350000,,Perfecto Estado,,
813,Si,67,,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Tarima normal,Si,,Si,,2008,Si,3,Ladrillo,,,,,Si,,,54,Si,Si,,Si,,,,Entre 10 y 15 Años,,,,2,2,,,352300,,Perfecto Estado,,
814,Si,100,12,Si,,Central,,madrid,Si,2,,,Central,1,Tarima normal,,,,,1972,,,Ladrillo,,4,,,Si,,"120,00 €",85,,,,,Sur,,,Más de 50 años,,,,3,1,,,353000,Si,Perfecto Estado,,
815,Si,86,,Si,,Individual,,madrid,Si,1,Si,,Gas Natural,2,Tarima normal,Si,,,,2019,Si,4,Mono Capa,,,,,Si,,,95,Si,Si,,Si,Sur,,,Menos de 5 Años,,Si,,3,2,Si,,355000,Si,Perfecto Estado,,
816,Si,120,,Si,,Individual,,madrid,Si,2,Si,,Gas Natural,1,Parquet,,,,,2003,Si,3,Ladrillo,,,,,Si,,"80,00 €",96,Si,Si,,Si,Este,,,Entre 10 y 15 Años,,,,2,2,,,355000,Si,Perfecto Estado,,
817,,40,,Si,,,,madrid,,,,,Gas Natural,,Tarima Flotante,,,,,1929,,,Ladrillo,,,,,Si,,,35,,,,,,,,Más de 50 años,,,,2,1,,,356000,,Perfecto Estado,,
818,Si,113,4,,,Gas natural,,madrid,Si,,,,Gas Natural,1,Tarima Flotante,,,,,2011,,4,Ladrillo,,39,,,Si,,,84,Si,Si,,Si,Noroeste,,,Entre 10 y 15 Años,,Si,,2,2,,,357500,,Perfecto Estado,,
819,,64,4,Si,,Individual,,madrid,,,,,Individual,,Parquet,,,,,1980,,1,Ladrillo,,,,,Si,,,,,,,,Este,,,Entre 35 y 50 Años,,,,2,1,,,359000,,,,
820,,168,,,,Individual,,madrid,Si,1,,,Eléctrica,,Otros,,,,Si,1998,,,Ladrillo,,,,,,,,140,Si,Si,,Si,Sureste,,,Mas de 25 Años,,,,4,3,,,359900,,Perfecto Estado,,
821,,64,,,,,,madrid,,1,Si,,Gas Natural,1,Tarima normal,Si,,,,1991,Si,,,,,,,,,,57,,,,,,,,Entre 25 y 35 años,,,,2,1,,,360000,,Perfecto Estado,,
822,,68,,Si,,Individual,,madrid,Si,,,,Eléctrica,,Tarima normal,,,,,1920,,2,,,,,,Si,,"75,00 €",57,Si,,,,Sur,,,Más de 50 años,,,,2,1,,,360000,Si,Perfecto Estado,,
823,,180,,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Terrazo,,,,Si,1985,Si,7,Ladrillo,,,,,,,"100,00 €",167,Si,Si,,Si,Noreste,,,Entre 35 y 50 Años,,,,3,3,,,360000,,A reformar,,
824,Si,100,,Si,,Individual,,madrid,Si,1,Si,,Aerotermia,,Porcelánico,Si,,,,2021,Si,,Mono Capa,,,,,Si,,"100,00 €",86,Si,Si,,Si,,,,Menos de 5 Años,,Si,,3,2,,,360000,,Perfecto Estado,,
825,,160,,,,,,madrid,Si,,,,,,Gres,,,,Si,,Si,,,,1,,,,,,160,Si,,,,,,,Mas de 25 Años,,,,3,2,Si,,360000,Si,A reformar,,
826,Si,169,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Gres,Si,Si,,,2012,Si,3,Ladrillo,Si,,,,,,"65,00 €",,Si,Si,Si,,Suroeste,,,Entre 10 y 15 Años,Si,,,3,2,,,363000,Si,Perfecto Estado,,
827,Si,118,3,Si,,Individual,,madrid,Si,1,Si,,Propano,1,Tarima Flotante,,,,,2007,Si,4,Ladrillo,,2,,,Si,,,100,,Si,,Si,,,,Entre 15 y 20 Años,,,,4,3,,,364900,,Perfecto Estado,,
828,Si,93,8,Si,,Gas natural,,madrid,Si,1,Si,,Central,1,Baldosa,Si,,Si,,2011,Si,2,Ladrillo,,8,,,Si,,"80,00 €",,Si,Si,Si,Si,Sureste,,,Entre 10 y 15 Años,,Si,,2,1,,,365000,,Perfecto Estado,,
829,,190,,,Si,Individual,,madrid,Si,,Si,,Gasóleo,2,Gres,,,,,1979,Si,4,Cemento,,,,,,,,,,,,Si,,,,Entre 35 y 50 Años,,,,3,2,,,365000,,,,
830,Si,118,9,,,Individual,,madrid,Si,,,,Gas Natural,,Parquet,Si,,,,1974,Si,4,Ladrillo,,4,,,Si,,"111,00 €",,Si,,,Si,Sureste,,,Entre 35 y 50 Años,,,,4,2,,,365000,Si,Depende del precio,,
831,,158,,,,,,madrid,Si,2,,,Gas Natural,1,Tarima Flotante,,,,,2000,,5,Ladrillo,,,,,Si,,"60,00 €",125,,Si,,Si,Oeste,,,Entre 20 y 25 Años,,,,3,3,,,365000,,Perfecto Estado,,
832,Si,50,,,,Individual,,madrid,Si,,,,Central,,Tarima Flotante,,,,,,,1,,,,,,Si,,,40,Si,Si,,,Sur,,,Más de 50 años,,,,1,,,,366000,Si,Perfecto Estado,,
833,Si,61,3,Si,,Individual,,madrid,Si,1,Si,,Individual,1,Parquet,Si,,,,1999,,2,Ladrillo,,,,,Si,,,41,Si,Si,,Si,,,,Entre 20 y 25 Años,,Si,,1,1,,,369000,Si,Perfecto Estado,,
834,Si,60,,Si,,Individual,,madrid,,,Si,,Individual,1,Tarima normal,Si,,Si,,,Si,1,,,,,,Si,,,40,Si,Si,,Si,Oeste,,,Entre 5 y 10 Años,,Si,,1,1,,,370000,Si,Perfecto Estado,,
835,Si,117,8,Si,,Individual,161 KW h/m² año,madrid,,,,,Individual,1,Parquet,Si,,,,1998,Si,,Ladrillo,,3,,,Si,,,,Si,,,Si,Oeste,,,Entre 25 y 35 años,,,,2,2,,34 Kg CO2/m² año,370000,,,,
836,Si,103,6,Si,,Gas natural,221 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,2004,Si,4,Ladrillo,,11,,,Si,,"175,00 €",76,Si,Si,,Si,Este,,,Entre 20 y 25 Años,,Si,,3,2,,46 Kg CO2/m² año,370000,Si,Perfecto Estado,,
837,Si,106,,Si,,Individual,185 KW h/m² año,madrid,,,Si,,Gas Natural,1,Tarima Flotante,Si,,,,2002,Si,,Ladrillo,,,,,Si,,,78,,,,Si,,,,Entre 20 y 25 Años,,,,3,2,,39 Kg CO2/m² año,370000,,Perfecto Estado,,
838,Si,82,10,Si,,Central,201 KW h/m² año,madrid,Si,1,,,Central,,Parquet,Si,,,,1976,,4,Ladrillo,,4,,,Si,,,,,Si,,Si,Sur,,,Entre 35 y 50 Años,,,,3,1,,42 Kg CO2/m² año,370000,Si,A reformar,,
839,,165,,,,Gas natural,,madrid,Si,2,Si,,Gas Natural,1,Gres,,,,Si,,,3,,,,,,,,,,,,,,,,,Entre 20 y 25 Años,,,,3,2,,,374520,Si,Perfecto Estado,,
840,Si,116,,,,Gas natural,,madrid,,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2003,Si,,,,,,,Si,,,90,Si,,,Si,,,,Entre 20 y 25 Años,,Si,,3,2,,,379000,,Perfecto Estado,,
841,,396,3,,Si,Gas Butano,,madrid,Si,1,,,,1,Terrazo,,,,,1975,Si,5,Ladrillo,,,Si,,,,,390,Si,,,Si,,,,Entre 35 y 50 Años,,,,7,4,,,380000,Si,A reformar,,
842,,87,,,,Central,,madrid,Si,1,Si,,Central,1,Parquet,Si,,,,1973,Si,2,Cemento,,,,,Si,,"230,00 €",,Si,,,Si,Norte,,,Entre 35 y 50 Años,,,,3,2,,,385000,Si,,,
843,Si,102,,Si,,Individual,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2017,Si,4,,,,,,Si,,"142,00 €",78,,Si,,Si,,,,Entre 5 y 10 Años,,,,3,2,,,385000,,Perfecto Estado,,
844,Si,83,7,Si,,Central,,madrid,Si,1,Si,,Aerotermia,2,Tarima Flotante,Si,,Si,,2023,,3,Cemento,,,,,Si,,,75,,Si,,Si,Sureste,,,Menos de 5 Años,,Si,,3,2,,,385000,Si,Perfecto Estado,,
845,Si,117,6,Si,,Gas natural,158 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,Si,,,2001,Si,6,Ladrillo,,18,,,Si,,"120,00 €",90,Si,Si,,Si,Suroeste,,Si,Entre 15 y 20 Años,,,,4,2,,33 Kg CO2/m² año,385000,,Perfecto Estado,,
846,Si,115,5,Si,,Gas natural,,madrid,,2,Si,,Gas Natural,2,Tarima Flotante,,,,,2008,Si,4,Ladrillo,,,,,Si,,,,Si,Si,,Si,Suroeste,,,Entre 5 y 10 Años,,,,3,2,,,389000,,Perfecto Estado,,
847,,58,4,,,Individual,,madrid,Si,,,,Gas Natural,,Parquet,,,,,1880,,,,,,,,Si,,,48,,Si,,,,,,Más de 50 años,,,,1,1,Si,,389900,Si,Perfecto Estado,,
848,,50,2,Si,,Individual,,madrid,Si,1,,,Individual,,Tarima Flotante,,,,,1940,,1,,,,,,,,,35,Si,Si,,,Sur,,,Más de 50 años,,,,1,1,,,390000,Si,Perfecto Estado,,
849,,190,,,Si,Individual,,madrid,Si,,Si,,Eléctrica,,Parquet,,,,,2001,Si,,Madera,,,,,,,,,,Si,,,,,,Entre 20 y 25 Años,,,,4,2,,,390000,Si,,,
850,,85,,Si,,,,madrid,Si,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,Más de 50 años,,,,2,2,,,390000,,Perfecto Estado,,
851,,203,4,,,Gas natural,,madrid,Si,2,,,Gas Natural,1,Gres,,,,Si,2002,,,Ladrillo,,,,,,,,180,Si,Si,,,Sureste,,,Entre 20 y 25 Años,,,,6,3,,,394900,Si,Perfecto Estado,,
852,,220,,,,,,madrid,Si,1,,,,1,Gres,,,,,1965,,,Ladrillo,,,,,,,,,,,,Si,,,,Más de 50 años,Si,,,5,2,,,395000,,A reformar,,
853,Si,96,,,,Gas natural,,madrid,Si,1,,,Central,,Parquet,Si,,,,1973,Si,,,,,,,Si,,,,,,,,,,,Entre 35 y 50 Años,,Si,,3,2,,,395000,,,,
854,,265,2,,Si,Individual,,madrid,Si,1,,,Suelo Radiante,1,Porcelánico,,,,,2007,Si,3,Cemento,,,Si,,,,,250,Si,,,Si,,,,Entre 15 y 20 Años,,,,4,4,,,395000,Si,Perfecto Estado,,
855,Si,104,,,,,,madrid,,2,,,Central,,,Si,,,,,,,,,,,,Si,,"80,00 €",93,,,,,Oeste,,,,,,,3,1,,,395000,,Perfecto Estado,,
856,,90,7,Si,,Gas natural,142 KW h/m² año,madrid,Si,1,,,Gas Natural,,Sintasol,,,,,1965,,,Cemento,,,,,Si,,,78,,,,,Sur,,,Más de 50 años,,,,3,2,,29 Kg CO2/m² año,398000,,A reformar,,
857,,171,3,,,Individual,,madrid,Si,,Si,,Gasóleo,1,Gres,,,,Si,1997,,4,Ladrillo,,,,,,,"44,00 €",160,Si,Si,,,,,,Mas de 25 Años,,,,4,3,,,399000,,,,
858,Si,110,3,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Tarima Flotante,Si,,,,1975,Si,5,Ladrillo,,16,,,Si,,"120,00 €",90,Si,,,,Suroeste,,,Entre 35 y 50 Años,,,,3,2,,,399000,Si,Perfecto Estado,,
859,,74,3,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Tarima Flotante,,,,,2005,Si,2,Ladrillo,,,,,Si,,,61,,,,Si,Noreste,,,Entre 15 y 20 Años,,,,2,2,,,399000,Si,Depende del precio,,
860,,85,,,,Gas natural,,madrid,Si,,,,Central,,Tarima normal,,,,,1983,,,Ladrillo,Si,,,,,,,80,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,2,,,399999,Si,Perfecto Estado,,
861,,95,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Parquet,Si,,,,1997,Si,4,Ladrillo,,,,,Si,,,88,Si,,,Si,Sur,,,Mas de 25 Años,,,,3,2,,,400000,,Perfecto Estado,,
862,,103,2,,,Gas natural,,madrid,Si,,,,Gas Natural,,Baldosa,,,,,1960,Si,2,Ladrillo,,,,,,,,,,,,,Sureste,,,Más de 50 años,Si,,,4,2,,,405000,,A reformar,,
863,,141,3,Si,,Gas natural,,madrid,Si,,,,Gas Natural,1,Gres,,,,Si,1997,Si,6,Ladrillo,,,,,,,,120,,,,,Este,,,Entre 20 y 25 Años,,,,3,3,,,405000,Si,Depende del precio,,
864,,106,,Si,,,241 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,,Si,,,,,,,Si,,"110,00 €",85,,Si,Si,Si,Norte,,,,,,,3,2,,51 Kg CO2/m² año,405000,,Perfecto Estado,,
865,,130,,,,,,madrid,Si,,Si,,,2,,Si,,Si,,2009,,,,Si,,,,Si,,,120,Si,Si,Si,,,,,Entre 10 y 15 Años,,,,1,1,,,410000,,Perfecto Estado,,
866,Si,73,,Si,,Gas natural,,madrid,Si,2,Si,,Gas Natural,1,Tarima Flotante,Si,,Si,,2020,Si,3,Ladrillo,,,,,Si,,"89,00 €",61,Si,Si,Si,Si,Suroeste,,,Entre 5 y 10 Años,,,,2,2,,,414000,Si,Perfecto Estado,,
867,Si,101,5,,,Individual,,madrid,Si,,,,Gas Natural,,Parquet,,,,,1960,Si,3,Ladrillo,,,,,Si,,"70,00 €",,Si,Si,,,Sureste,,,Más de 50 años,,,,3,2,,,415000,,Perfecto Estado,,
868,Si,90,,,,Individual,,madrid,Si,1,,,Gas Natural,,Parquet,Si,,,,1968,,1,Ladrillo,,,,,Si,,"140,00 €",84,Si,,,,Sur,,,Más de 50 años,,,,2,1,,,415000,,A reformar,,
869,,7500,3,Si,Si,Individual,,madrid,Si,1,Si,,Eléctrica,,Gres,,,,,,Si,,Ladrillo,,,,,,,,,,,,,,,,,,,,9,5,,,419000,,Perfecto Estado,,
870,,78,,,,Central,,madrid,Si,1,Si,,Central,1,,,,,,1972,,3,,,,,,,,,,Si,Si,,Si,,,,Mas de 25 Años,,,,2,1,,,419000,,Perfecto Estado,,
871,,281,,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Tarima Flotante,,,,,2003,,6,Ladrillo,,,,,,,"120,00 €",225,,,Si,Si,,,,Entre 20 y 25 Años,Si,,,4,3,,,419900,,Perfecto Estado,,
872,,136,,,,Individual,,madrid,Si,2,,,Aerotermia,,Porcelánico,,,,,,,,,,,,,,,,94,,Si,,Si,Sur,,,Menos de 5 Años,,,,2,1,,,420000,Si,Perfecto Estado,,
873,,76,,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Baldosa,,,,Si,1969,,,,,,,,,,,,,,,Si,,,,Más de 50 años,,,,3,1,,,420000,Si,,,
874,,136,,,,Individual,,madrid,Si,2,,,Aerotermia,,Porcelánico,,,,,,,,,,,,,,,,94,,Si,,Si,,,,Menos de 5 Años,,,,2,1,,,420000,Si,Perfecto Estado,,
